Annotator Name,Video Index,Video Language,Model Name,QueID,Question,AnsID,Answer,Question Fluency,Answer Fluency,Question Clarity,Answer Clarity,QA-Alignment,Question Mentorship,Answer-Mentorship
B,64,Hindi,MultiAgent-LLMChunking,q11_v64,जानकारी प्राप्त करने केलिए ऑनलाइन जर्नीकैसे बनाया जा सकताहै?,a11_v64,"ऑनलाइन जर्नी का बनानाआसान नहीं है, लेकिन इसकेलिए कुछ बुनियादी ब्लॉक्सआवश्यक हैं। आपकोआवश्यक जानकारी प्राप्त करनेके लिए पहले आपको उनविषयों को सीखना होगा जोआपकी आयामों को पूरा करनेमें मदद करेंगे। इस एपिसोड सेआप शुरू कर सकते हैं जहाँआपको दिया गया एक बुनियादीप्रणाली है। आपको इंगित कियाजा रहा है कि आपको विशेषतौर पर स्टाटिस्टिक्स, ऑप्टिमाइजेशन, डेटाएनालिटिक्स और मशीन लर्निंगइत्यादि की जानकारी प्राप्तकरनी चाहिए। यह जर्नी आपकोआगामी अपस्किलिंग के लिएबुनियाद बनाने में मदद करेगी।",4,2,2,4,4,4,4
B,64,Hindi,RAG,q11_v64,आपको एडिटिंग के लिएसबसे अच्छी वेबसाइटया टूल आवश्यक हैजिससे आप अपने शैलीको सुधार सकते हैं?,a11_v64,"आपको एडिटिंग के लिए सबसेअच्छी वेबसाइट या टूल""नापकिन डॉट एडिया"" होनीचाहिए। यह टूल आपकीधारणाओं के बारे में प्रेजेंटेशनबनाने में मदद करता है, आपकोपूरी स्क्रिप्ट लिख सकता है, उसेप्रेजेंटेशन में कन्वर्ट कर सकता हैऔर आप बीच-बीच में इसेएडिट कर सकते हैं। इस टूल काउपयोग करके आप अपने शैलीको सुधार सकते हैं और अपनेकाम को और भी अच्छा बनासकते हैं।",3,2,4,4,4,4,4
B,64,Hindi,MultiAgent-LLMChunking,q15_v64,लर्निंग और सिखाने केबीच अंतर क्या है?,a15_v64,"लर्निंग और सिखाने के बीचअंतर यह है कि लर्निंग एकअकेले का प्रक्रिया है जहाँ एकव्यक्ति अपने ज्ञान कोवैश्विकीकृत करता है और नएज्ञान को अपने अंदर लेता है।इसकी तुलना में, सिखाना एकशिक्षण की प्रक्रिया है जहाँ एकव्यक्ति अपने ज्ञान को दूसरे कोप्रस्तुत करता है और उन्हें उसेसमझने में मदद करता है।सिखाने के दौरान, शिक्षक अपनेज्ञान को संग्रहित करता है औरयह उस तरह व्यक्त करता है जोछात्रों को बुद्धि में आ जाए। इसप्रकार, सिखाने में शिक्षक कोअपने ज्ञान को व्यक्त करने कीआवश्यकता होती है जबकिलर्निंग में व्यक्ति अपने ज्ञान कोवैश्विकीकृत करने में मददमिलती है।",5,4,5,4,4,4,4
B,64,Hindi,MultiAgent-LLMChunking,q18_v64,"आपने बताया किआपको खुद पढ़ाई करनेमें आश्चर्य हुआ किआपको इतनी चीजें नहींपता थीं, तो यह आपकीख्याल क्या है कि यहआपके लिए बेहतर है?",a18_v64,"आश्चर्य हुआ कि इतनी चीजेंनहीं पता थीं, यह बताता है किहमेशा अधिक जानना चाहिए।यह बेहतर है क्योंकि यह हमेंअपनी जानकारी औरसक्षमताओं को सुधारने में मददकरता है। जब भी आपजानकारी की जरूरत असल मेंपता चलती है, तो वही जगहआप उसे खोजने लगते हैं। यहबहुत सफल रहता है जब आपअपनी पढाई और अध्ययन केबारे में सीखने के लिए जानकारीखोजते हैं।",4,4,4,4,4,4,4
B,70,Hindi,MultiAgent-LLMChunking,q2_v70,स्टॉक मार्केट में नियमितघटनाओं के बारे मेंजानकारी लेने के लिएआपको क्या चाहिए?,a2_v70,"स्टॉक मार्केट में नियमितघटनाओं के बारे में जानकारीलेने के लिए, आपको फायदे देनेवाले इंसाइडर की ट्रेडिंग औरस्कैम की जानकारी चाहिए। यहजानकारी आपको ताकत देगीऔर आपको स्टॉक मार्केट मेंनियमित घटनाओं के बारे मेंसमझ देगी। इसके अलावा, आपको भी इतिहास से सीखनाचाहिए, जहाँ ऐसी घटनाएं पहलीबार घटी थीं।",4,4,5,4,4,4,4
B,70,Hindi,RAG,q2_v70,चंद्रगुप्त मौर्य के लिएचानक्या का भूमिका क्याथी?,a2_v70,"चंद्रगुप्त मौर्य के लिए चानक्याका भूमिका गुरु था जो उसेसुनने, सलाह देने और उनकीनीतियों पर विचार करने में मददकी। वह चंद्रगुप्त को लीडरशिपके तकनीकों और नीति के बारे मेंसीखाने में मदद की और उसे बारेमें बताने की जानकारी दी।चानक्या ने अपने जीवन मेंअपनी नीति और लीडरशिप कीतैयारी की और चंद्रगुप्त को एकऐसे राजा के रूप में बनायाजिसने भारत को बहुत बड़ापावरफुल राष्ट्र बनाया।",5,4,5,4,5,4,4
B,70,Hindi,RAG,q4_v70,आप लोगों को बताए गएकि नई लीडरशिप केलिए युवा योग्यता कोकैसे निर्धारित किया जासकता है?,a4_v70,"आप लोगों को बताया गया किनई लीडरशिप के लिए युवायोग्यता को निर्धारित करने केलिए अगले ट्रेनिंग और विकासकी आवश्यकता होती है। युवालोगों को ट्रेन करके उन्हेंलीडरशिप के गुणों पर संकेतदिया जाता है, जिनमें समझ, फेंस और निर्णय शामिल होतेहैं। युवा लोगों को ट्रेनिंग दियाजाता है ताकि वे अपने समूह केलिए एक अच्छा कैप्टन बन सकेंजो अपनी टीम को नेतृत्व देसके। यह निर्धारण अक्सरउनकी इंट्रस्टिंग और इंट्रुक्शन परआधारित होता है जो उन्हेंलीडरशिप के लिए योग्य बनातीहै। युवा लोगों को इस तरह सेट्रेनिंग दिया जाता है कि वे अपनेसमूह के लिए एक अच्छा नेताबन सकें जो अपनी टीम कोनेतृत्व दे सके।",4,4,4,4,4,4,4
B,70,Hindi,MultiAgent-LLMChunking,q8_v70,दिमाग के विभिन्न हिस्सोंको meditation केमाध्यम से कैसे सक्रियबनाया जा सकता है?,a8_v70,"ध्यान के माध्यम से दिमाग केविभिन्न हिस्सों को सक्रिय बनानेके लिए, आपको आरामदायकवातावरण बनाना चाहिए औरनियमित ढंग से ध्यान करना शुरूकरना चाहिए। ध्यान के दौरान, आपका दिमाग शांति काअवस्था प्राप्त कर लेता हैजिससे आपके विभिन्न हिस्सोंकी संपूर्णता और संयोजन मेंसुधार होता है। इससे आपकाध्यान और समझ का क्षेत्र बढ़ताहै और आपके अंदरआवश्यकताओं को समझने मेंसक्षम बनते हैं। यह भी उपयोगीहै कि आप नियमित तौर पर एकशांत समय खींचें और ध्यान करें, जिससे आपके दिमाग केविभिन्न हिस्सों को सक्रिय औरसंयोजित बनाने में मदद मिलेगी।",5,4,5,4,4,4,4
B,72,Hindi,MultiAgent-LLMChunking,q5_v72,मनोरोग और शारीरिकस्वास्थ्य के बीच संबंधको समझने के लिए एकसंसाधन क्या होनाचाहिए?,a5_v72,"संसाधन के लिए आवश्यक होनाचाहिए कि एक मनोरोग औरशारीरिक स्वास्थ्य के संबंध कोसमझने में आपको बोध औरविश्लेषण की क्षमता हो। यहसंबंध बताता है कि शारीरिकस्वास्थ्य और मनोरोग में एकसंधारित्र भूमिका निभाता है।जैसे [PERSON_NAME] नेकहा कि खाना, व्यायाम औरयोगा आपके शारीरिक औरमनोरोग स्वास्थ्य को संयुक्त रूपसे स्थापित करता है। यह संबंधबताता है कि यदि आपकाशारीरिक स्वास्थ्य नहीं सुरक्षितहै तो आपका मनोरोग भी लंबेसमय में स्थायी नहीं रह सकता।इस प्रकार एक संसाधन बननाचाहिए जो यह संबंध समझ सकेऔर इसे लंबे समय तक स्थायीरख सके।",4,4,4,4,4,4,4
B,72,Hindi,SingleAgent,q5_v72,थेरपी के बारे में एकआम त्रांसिशन है किइसकी उपयोगी नहींहोती क्योंकि यह बसदवाओं का इंतजार करनेके लिए है?,a5_v72,"थेरपी की उपयोगी नहीं होतीक्योंकि यह बस दवाओं काइंतजार करने के लिए है, बल्कियह एक विकास रणनीति है जोलोगों को अपनी जीवन के असरोंसे बचने में मदद मिलाती है औरउनकी स्वास्थ्य को सुधारने मेंबांट देती है।",4,2,5,4,5,4,4
B,72,Hindi,MultiAgent-LLMChunking,q6_v72,दुख के बाद आपकोजीवन में गहराई से देखनेकी जरूरत होती है क्या?,a6_v72,"हाँ, दुख के बाद आपको जीवनमें गहराई से देखने की जरूरतहोती है। जब दुख होता है, तोइसका अर्थ देने के लिए आपकोअपने जीवन को गहराई सेदेखना होता है। यह देखनाआपको अपने दिल के गहराईोंको समझने में मदद करता हैऔर आपको दुख के जड़ों कोपता लगाने में मदद करता है।यह देखना आपको अपनी जीवनकी यादगारियों को समझने मेंमदद करता है और आपकोअपनी भावनाओं को समझने मेंमदद करता है। यह देखनाआपको अपनी जीवन केदिन-दिवस को समझने में मददकरता है और आपको अपनीभावनाओं को समझने में मददकरता है। यह देखना आपकोअपनी जीवन के दिन-दिवस कोसमझने में मदद करता है औरआपको अपनी भावनाओं कोसमझने में मदद करता है।",5,4,5,4,5,4,4
B,72,Hindi,SingleAgent,q6_v72,थेरपी के बारे में एकआम संदेह है कि यहजान बचाता है या बसदवाओं का इंतजार करनाहै?,a6_v72,"थेरपी जान बचाता है जो दवाओंका इंतजार करने के लिए नहीं, बल्कि यह लोगों को अपनीजीवन के असरों से बचने में मददमिलाती है और उनकी स्वास्थ्यको सुधारने में बांट देती है।",4,2,5,4,5,4,4
B,72,Hindi,MultiAgent-LLMChunking,q10_v72,"आपने बताया किइंटरसेप्टिव थ्राउमा थेरेपीके तहत यह विश्वास हैकि छह साल के घटनाओंका प्रभाव बारह साल केबाद भी बाकी रहता है, तो यह क्या तात्पर्य है?",a10_v72,"इंटरसेप्टिव थ्राउमा थेरेपी केतहत यह विश्वास है कि छहसाल की उम्र में एक बच्चे को याएक व्यक्ति को परेशान करनेवाली घटनाएं या त्रांसफर किएजाने वाले अनुभव बारीक रूप सेयाद रहते हैं और उन्हें बाद मेंजीवन की वजह से वापस लातेआते हैं। यह तात्पर्य है कि एकछह साल के बच्चे के दिमाग मेंया जानवरी भावों में रखे गएअनुभव जो अपनी जीन्स में छिपेरहते हैं, उन्हें बारह साल की उम्रया बाद में अनुभवों के तहत फिरसे उतार देते आते हैं। यह तात्पर्यहै कि यह छह साल की घटनाएंबाद के अनुभवों को न्यूनतम रूपसे प्रभावित कर सकती हैं औरवह छुटकारा नहीं ले सकती हैं।",4,4,5,4,4,4,4
B,72,Hindi,SingleAgent,q10_v72,थेरपी के बारे में एकआम संदेह है कि यहजान बचाता है या बसदवाओं का इंतजार करनाहै?,a10_v72,"थेरपी जान बचाता है जो दवाओंका इंतजार करने के लिए नहीं, बल्कि यह लोगों को अपनीजीवन के असरों से बचने में मददमिलाती है और उनकी स्वास्थ्यको सुधारने में बांट देती है।",4,2,5,4,5,4,4
B,77,Hindi,MultiAgent-LLMChunking,q4_v77,टीसीएस में पहले 5 सालके लिए आपको क्याउम्मीद रखना चाहिए?,a4_v77,"टीसीएस में पहले 5 साल केलिए आपको उम्मीद रखनाचाहिए कि आपकी कैरियर काशुरुआती भाग ठीक-ठीक चलरहा हो, और आपकी शक्लिकशक्ल में वास्तविक शक्लनिकल रही हो। पहले कुछ सालमें आपकी काम की गुणवत्ताऔर आपकी अनुभव की ग्राफबढ़ती रहेंगी, जो आपकी भविष्यकी सफलता के लिए महत्वपूर्णहोगी। इसके अलावा, आपकोउम्मीद रखना चाहिए कि आपकीसलारी बाद में बढ़ेगी, जैसे किटीसीएस में पहले एक साल केबाद[FINANCIAL_DETAILS]।",4,4,5,4,4,4,4
B,80,Hindi,MultiAgent-LLMChunking,q9_v80,इंगित किया गया है किआपको यह याद रखनाचाहिए कि आपकोजानना चाहिए किआपको जीवन में क्याकरना है?,a9_v80,"हाँ, यहाँ पर सुझाव दिया गया हैकि आपको याद रखना चाहिएकि आपको जीवन में क्या करनाहै। 25 वर्ष की उम्र में आपकोअपने जीवन के उद्देश्य औरलक्ष्य को स्पष्ट करना चाहिए।यह स्पष्टता आपके लिए एकआगे बढ़ने वाला ध्यानदार बिंदुहोगा जो आपको अपनी शैक्षिकऔर निर्माण योग्यताओं कोविकसित करने में मदद करेगा।",3,4,4,4,5,4,4
B,64,Hindi,DualAgent,q15_v64,चैट जीपीटी औरजैमिनाई वाले चैट बॉट्सके बीच एक अंतर क्याहै?,a15_v64,"चैट जीपीटी और जैमिनाई वालेचैट बॉट्स के बीच अंतर यह हैकि चैट जीपीटी बेहतर एक्यूरेसीऔर अधिक वर्सिटाइल हैजबकि जैमिनाई बेहतरएलगोरिदम और डेटा इन्साइंट्रीके साथ वास्तविक समयसमस्याओं को हल करने में कामकरता है। चैट जीपीटी अक्सरबेहतर अक्यूरेसी के साथआपको जवाब देता है, जबकिजैमिनाई बेहतर समय-समय परडेटा विश्लेषण के लिए उपयोगीहै।",5,2,5,4,4,2,4
B,77,Hindi,RAG,q4_v77,आपकी खुद कीएड्युकेशन के बारे मेंबताईए ताकि लोग जानसकें कि आप एकबाइकाइल बनना चाहतेहैं या नहीं?,a4_v77,"मैं एक बाइकाइल बनना चाहताहूँ क्योंकि मेरी खुद कीएड्युकेशन ने मुझे ऐसा तैयारकिया कि मैं अपनी चाह अपनेदृश्य और अपनी इच्छा की दिशामें जा सकूँ। इंजिनियरिंग के बादमैंने एक मेडिकल नॉन-प्रोफाइटके साथ काम किया, जहाँ मैंनेअपनी इच्छा के अनुसार अपनाजीवन बनाया। फिर मैंने एकएमबीए किया और अब मैंबाइकाइल बनने की इच्छा वालाहूँ। यह बताने के लिए एकविशेष शिक्षा और एड्युकेशनदिलाता है कि अगर आपको एकचीज नहीं पसंद हो, तो आप उसेभी पूरा कर सकते हैं और अपनीइच्छा की दिशा में जा सकते हैं।यह बताता है कि एड्युकेशन नहींही आपको जानकारी देता है, बल्कि यह आपको रिसोल्वेंसदेता है जो आपको अपनी इच्छाकी दिशा में जाने में मदद करताहै।",2,2,2,2,4,2,4
B,77,Hindi,DualAgent,q4_v77,आपकी शिक्षा औरकैरियर में एक आधारभूतसंदर्भ क्या था जोआपको अंतिम निर्णयों मेंमदद कर सकता था?,a4_v77,आपके लिए एक आधारभूतसंदर्भ था कि आप आजकल कीवास्तविकता और दुनिया केप्रैक्टिकल वर्ल्ड को समझें।आपको सुनाया गया था किछात्रों के उपयुक्त इन्फॉर्मेशन केअनुसार कैरियर अधिकार लेने केलिए आपको लोगों के इंटेंट औररिस्पेक्ट करना चाहिए जोआपसे छोटी आयु में जुड़े हैं।,4,3,4,3,4,4,3
B,77,Hindi,DualAgent,q6_v77,इंडिया में कौन सी चीजेंसर्वाधिक महत्वपूर्ण हैंजो शिक्षार्थियों को सिर्फविश्वविद्यालय से नहींबल्कि जीवन में भीसफल होने के लिएजरूरी हैं?,a6_v77,"इंडिया में शिक्षार्थियों को सफलबनने के लिए जीवन में सफलहोने के लिए विश्वविद्यालय सेसीखी जाने वाली कई चीजेंजरूरी हैं, लेकिन साथ ही उनकेविश्वविद्यालय से नहीं बल्कि वेअपने जीवन में एक व्यक्तिगतव्यापारिक रूप से स्वास्थ्य केविकास की दृष्टि से तर्कसंगतचुनाव लेने और सेवा के बदलेअंदाज से व्यापारिक विकास काध्यान रखना चाहिए।",5,2,5,2,2,5,2
B,80,Hindi,SingleAgent,q5_v80,एक बच्चे को किस तरहसे अपने विश्वास बनानाचाहिए ताकि वह अपनेजीवन में सफलता प्राप्तकर सके?,a5_v80,बच्चे अपने विश्वास को बनानेके लिए डर के आगे जीत कीदृष्टिकोण ले लेना चाहिए औरडर से नहीं बचाने के लिए कामकरना चाहिए।,5,2,5,2,3,5,2
B,80,Hindi,SingleAgent,q9_v80,एक बच्चे को जो अपनीजीवन की दिशा पता नहींपाता है तो क्या तरीके सेउसे दिशा पता लेने केलिए सहायता दी जासकती है?,a9_v80,बच्चे को अपनी जीवन की दिशापता लेने के लिए संभावितसफलताओं की संभावनाओं कोदेखना और संभावित चुनौतियोंको अनुकूलित करना चाहिए।,5,4,5,2,2,5,2
B,64,Hindi,SingleAgent,q1_v64,आज की बातचीत मेंबताया गया कि किनपाँच जॉब क्षेत्रों में भारतमें अगले दस साल मेंज़्यादा ज़्यादा आवंटनहोगा?,a1_v64,"भारत में अगले दस साल मेंज़्यादा ज़्यादा आवंटन होने वालेपाँच जॉब क्षेत्र इंटरनेटएग्जाइनर्स, साइबर सुरक्षाइंजीनियर्स, रिनेवाबल ऊर्जास्पेशलिस्ट, इंटरनेट ऑफ दथिंग्स (IoT) स्पेशलिस्ट औरहेल्थटेक स्पेशलिस्ट हैं।",2,2,4,4,5,4,2
B,64,Hindi,SingleAgent,q5_v64,दिस बातचीत में बतायागया कि छात्रों कोअकादमिक योग्यताअर्थात अकादमिकअवशोषण के अतिरिक्तक्या अन्य तकनीकीयोग्यताओं भी अर्थातअकादमिक अवशोषणके अतिरिक्त आवश्यकहो सकती हैं?,a5_v64,"दिस बातचीत में बताया गया किछात्रों को अकादमिक योग्यताअर्थात अकादमिक अवशोषणके अतिरिक्त भी टेक्निकलयोग्यताएं जैसे डेटासाइनलेटिक्स, डेटा साइंस, मशीन लर्निंग, डेटासाइनलेटिक्स और डेटा साइंसजैसे अकादमिक अवशोषणअर्थात अकादमिक अवशोषणअर्थात अकादमिक अवशोषणके अतिरिक्त आवश्यक होसकती हैं।",2,1,2,2,4,4,2
B,64,Hindi,RAG,q15_v64,आपको एडिटिंग के लिएसबसे अच्छी बुक या टूलआवश्यक है जिससे आपअपने शैली को सुधारसकते हैं?,a15_v64,"आपको एडिटिंग के लिए सबसेअच्छा बुक या टूल ""नापकिनडॉट एडिया"" है। यह टूल आपकेशैली को सुधारने में बहुतमददगार है और आपको अपनेचार्ट और विजुअल डेटा कोबेहतर ढंग से दर्शाने में मददकरता है।",4,2,5,4,3,4,2
B,64,Hindi,RAG,q18_v64,आपके अनुभव मेंएडिटिंग के लिए सबसेअच्छी रिसर्च साइट याटूल क्या हैं?,a18_v64,नापकिन डॉट एडिया एक बहुतअच्छा टूल है जो एडिटिंग केलिए बहुत मददगार है। यह टूलआपको थॉट्स करने में मददकरता है और आपको एक बेहतरप्रेजेंटेशन बनाने में मदद करताहै। यह एडिटिंग के लिए बहुतअच्छी रिसर्च साइट है।,4,2,5,4,3,4,2
B,70,Hindi,SingleAgent,q2_v70,चानक्या ने चंद्रगुप्ता कोकैसे गाइड किया औरवह किस तरह सीखा?,a2_v70,चानक्या ने चंद्रगुप्ता कोराजनीति और राजदानियों केबारे में सीखाने के लिए गुरु केरूप में काम किया और उसे यहदर्शाया कि व्यवस्था ठीक करनेऔर राष्ट्र को प्रगति में ले जानेके तरीके बीच नीतियों औरस्ट्रैटेजियों का प्रयोग करनाआवश्यक है।,2,2,4,4,4,4,2
B,70,Hindi,DualAgent,q2_v70,भारत की ऐतिहासिकरूप से धनवान था तोउसके व्यापार का क्यारूप था?,a2_v70,भारत ने चानक्य के समय सेबीटा को बोर्ड ट्रेड के एक अच्छेदेश के रूप में जाना था। वहविभिन्न देशों से व्यापार करताथा और धन रखता था। इसकेलिए वह वर्ल्ड मैप ऑजन डाटबिक था जो तब विश्व कीदुनिया का नक्षा था।,4,1,4,2,2,4,2
B,70,Hindi,SingleAgent,q4_v70,"चानक्या ने राजनीति कीजिस शिक्षा दी थी, वहआज के लिए क्या जरूरीहै?",a4_v70,"चानक्या ने राजनीति की शिक्षादी थी जो आज भी जरूरी हैक्योंकि यह उसे भारत के निर्माणमें सफल राजा बनाने में मदद कीहै, लेकिन आगे की पीड़ितों कोभी सिखाना आवश्यक है जिसकेलिए नई पीड़ितों को शिक्षा दीगई थी।",4,2,4,2,2,4,2
B,70,Hindi,DualAgent,q4_v70,चानक्या ने चंद्रगुप्ता कोकैसे गाइड किया औरउसे अच्छा राजा बनाने मेंकैसे मदद की?,a4_v70,चानक्या ने चंद्रगुप्ता कोराजनीति और धर्म संकटों में खुदके मित्रों के बजाय राजगुरु केपास जाने की मदद की। उन्होंनेचंद्रगुप्ता को समझाया कि एकअच्छा राजा बनने के लिएराजनीति के निर्णयों में धर्म कीमान्यताओं को ध्यान में रखनाबहुत महत्वपूर्ण है। चानक्या नेउसे बताया कि राजनीति मेंसमस्याओं को हल करने केजालियाँ खुद के मित्रों से नहींलेकिन राजगुरु से शैक्षिक ढंग सेउठाना चाहिए।,5,2,5,2,4,4,2
B,70,Hindi,SingleAgent,q8_v70,"चानक्या ने राजनीति कीजिस शिक्षा दी थी, वहआज के लिए क्या जरूरीहै?",a8_v70,"चानक्या ने राजनीति की शिक्षादी थी जो आज भी जरूरी हैक्योंकि यह उसे भारत के निर्माणमें सफल राजा बनाने में मदद कीहै, लेकिन आगे की पीड़ितों कोभी सिखाना आवश्यक है जिसकेलिए नई पीड़ितों को शिक्षा दीगई थी।",4,2,5,2,4,4,2
B,70,Hindi,RAG,q8_v70,चानक्या के चंद्रगुप्त केलिए शिक्षण के उद्देश्यक्या थे?,a8_v70,"चानक्या के चंद्रगुप्त के लिएशिक्षण के उद्देश्य के अनुसार, उनका नाता था कि चंद्रगुप्त कोराजनीति और अर्थशास्त्र के बारेमें समायोजित ज्ञान प्राप्त हो, जिससे वह अपने जीवन में इसज्ञान का अनुप्रयोग कर सके।इसके अलावा, चानक्या चंद्रगुप्तको गुरुशिप और लीडरशिप कीअवस्था में रखने के लिए तैयारकरना चाहते थे, जिससे वहभारत को एक बड़े औरपावरफुल राष्ट्र के रूप में बनाएरख सके।",5,4,5,4,5,4,2
B,72,Hindi,DualAgent,q6_v72,आपका दिल कीकैपेसिटी कैसे बढ़ाई गईऔर इसके फ़लस्वरूपक्या हुआ?,a6_v72,"अपने दिल की कैपेसिटी बढ़ानेके लिए जरूरी था कि हममिश्रण खेल समझें, जिससेहमारी सामान्य मानसिकस्थितियों को समझने में मददमिलती है और दिल बड़ा जाताहै। यह बड़ा दिल उसे इसकेस्वभाविक स्टेट को संवेदनशीलनहीं ठहराने में मदद करता हैजैसे डिप्रेशन या बैलन्स ब्रेकजैसे स्टेट्स।",4,2,5,2,2,4,2
B,72,Hindi,DualAgent,q10_v72,आपने उस उदाहरण मेंकिस बात कोaccountable किया है?,a10_v72,आपने उस उदाहरण में आपकीखुद को accountable किया है।यह शामिल था कि आपकोसमझ आई कि आपको अपनीदुविधाओं के साथ संबंधित कुछresponsibility थी। यहआपकी life में आ रही थी औरआपकी एक reaction आ रहीथी जिससे आपको नहीं पता थाकहाँ से आ रही थी।,2,2,2,2,4,4,2
B,77,Hindi,SingleAgent,q6_v77,एक बड़ी कंपनी के साथकाम करने में तुलनात्मकरूप से एक स्टार्टअप मेंकाम करने में क्या अंतरहै?,a6_v77,"एक बड़ी कंपनी में आपको एकफीडबैक दिया जाता है जोआपके बारे में दुनिया के लिएजानबूझ कर दिया जाता है, जबकि एक स्टार्टअप में आपकोएक दूसरे लोग के साथ सीधासीधा वर्गीकरण करना पड़ता है।",5,2,5,2,3,4,2
B,77,Hindi,RAG,q6_v77,आपकी एड्युकेशन केबारे में बताएं ताकि लोगजान सकें कि आप एकबाजार बनना चाहते हैं यानहीं?,a6_v77,आपकी एड्युकेशन आपको बड़ेमात्रा में बाजार बनाने में मददनहीं कर सकती। बल्कि आपकेलिए एक बाजार बनने के लिएआपके अनुभव और अनुभव बहुतसे ज्यादा महत्वपूर्ण हो सकते हैं।आपकी एड्युकेशन आपको नईजगहों पर योग्य बनाती है लेकिनअनुभव और अनुभव आपकोबाजार पर योग्य बनाते हैं।आपकी एड्युकेशन आपकोविश्वास देती है कि आपको कुछबनना सकता है लेकिन अनुभवआपको बताते हैं कि आपकोक्या बनना चाहिए। आपकीएड्युकेशन आपको विश्वासदेती है कि आपको कुछ बननासकता है लेकिन अनुभव आपकोबताते हैं कि आपको क्या बननाचाहिए।,2,2,2,2,2,4,2
B,80,Hindi,DualAgent,q5_v80,"आपका मत के अनुसार, एक भारतीय छात्र कीक्या मनोरंजन चाहिएताकि वह सफल रहें?",a5_v80,एक भारतीय छात्र की मनोरंजनचाहिए जो उसे विश्व के टॉप1% के अनुकूल होने में सक्षमबनाए रखे ताकि वह अपनीशैक्षिक या व्यक्तिगत शैक्षिकशैली के साथ विश्व के टॉप स्तरपर काम कर सकें। उन्हें उसलक्ष्य के लिए तैयार करनाचाहिए जो वह जीने के लिएबुनियादी अध्ययन कर रहा है यावह अपने जीवन के लिए एकस्वतंत्र और नवाचारी करियरबनाना चाहता है।,4,2,4,2,2,4,2
B,80,Hindi,SingleAgent,q10_v80,"कितने बच्चे जिनकायोग्यता पर क्लारिटीनहीं रख पाते, अपनेजीवन में सफलता प्राप्तकर सकते हैं?",a10_v80,"अगर बच्चे अपने योग्यता परक्लारिटी रख पाते हैं तो वे अपनेजीवन में सफलता प्राप्त करसकते हैं, जिसके लिए वे अपनेसंभावित चुनौतियों कोअनुकूलित कर सकते हैं।",4,4,4,2,1,4,2
B,64,Hindi,DualAgent,q11_v64,चार्ट जीपीटी(ChatGPT) और ऑथरके बारे में क्या बात कीजा रही है?,a11_v64,"चार्ट जीपीटी एक घटक है जोन्यूरल नेटवर्क के आधार परबनाया गया है और वास्तविकलोगों की दृष्टि से अधिकांशलोग इसके उपयोग से समानअनुभव रखते हैं। इसकी व्याख्याकी जा रही है कि इसका उपयोगकिस प्रकार के केस के लिएबेहतर हो सकता है, और यह कियह चार्ट जीपीटी के विभिन्नफ़ाइंडिंग में क्या मज़ेदारी औरक्षमताओं की व्याख्या कर रहाहै।",2,2,4,2,2,2,2
B,64,Hindi,DualAgent,q18_v64,ट्रैक यूजर्स द्वारा विजुअलफॉर्म में लिंकेंग किसबात पर बात करते हैं?,a18_v64,ट्रैक यूजर्स द्वारा विजुअल फॉर्ममें लिंकेंग बात करते हैं किविजुअल फॉर्म में लिंकेंगउपयोगकर्ताओं को अच्छी तरहसे बात करने में मदद करता है।यह उपयोगकर्ताओं को बड़ी तरहसे विश्लेषण करने में मददकरता है और विजुअल फॉर्म मेंलिंकेंग बात करने सेउपयोगकर्ताओं को बेहतर तरीकेसे बात करने में मदद मिलती है।,2,2,2,2,4,2,2
B,72,Hindi,RAG,q5_v72,आपको बताना था किआपके देश में मेन्टलहेल्थ सेवाओं कीउपलब्धता क्या है?,a5_v72,"आपके देश में मेन्टल हेल्थसेवाओं की उपलब्धता बहुतसीमित है। इसका कारण इंडियामें बहुत सारी इतिहास के दर्जनोंवर्षों की ऑप्रेस्शन, कोलोनियलट्राउमा और धर्मीय भयानकघटनाओं से गुजरने के कारण है।इसके अतिरिक्त, भारत में मेन्टलहेल्थ सेवाओं के लिए पैसे नहींहोते हैं और मेन्टल हेल्थविशेषज्ञों के जैसे व्यक्तियों कोअपने समुदाय को इस बात परसमझ देने में कठिनाई होती हैकि वे टूट नहीं जाएं। लेकिनदूसरे देशों में यह स्थिति अलगहोती है, जहाँ जाम्मिड, मस्जिद, चर्च, गुर्द्वारे, मEDITATION, जिम और योग आदि नामकचीजें मनोरक्षण के लिए बहुतउपयोगी होती हैं।",4,2,5,2,2,2,2
